Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,일사량,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
1692,farm23,20210323,27,643.1705519,99.1591675,17.5363418,2035,14,2.67,4.89,90
1693,farm23,20210317,27,628.4817491,99.9433333,16.675323,1673,14,2.68,4.72,92
1693,farm23,20210318,27,675.504994,99.0493972,17.4440881,2144,14,2.65,4.95,98
1693,farm23,20210319,27,661.117913,99.9591667,17.7831381,2076,14,2.68,5.39,92
1693,farm23,20210320,27,680.2752649,98.2895027,16.0654974,489,8,2.68,5.63,86
1693,farm23,20210321,27,619.4483333,97.6566531,18.504488,2153,13,2.71,5.17,86
1693,farm23,20210322,27,634.2065594,96.7853234,18.2511147,1814,14,2.66,4.93,96
1693,farm23,20210323,27,643.1705519,99.1591675,17.5363418,2035,14,2.67,4.89,90
1695,farm23,20210324,28,671.6475,96.2826398,16.9608333,2022,15,2.7,4.1,91
1695,farm23,20210325,28,656.7964394,99.9554167,17.4341667,1523,14,2.73,5.69,98
1695,farm23,20210326,28,607.8341793,96.4453467,19.4756023,1551,14,2.8,5.68,94
1695,farm23,20210327,28,735.6384613,98.4075854,18.2495284,279,9,2.7,5.6,93
1695,farm23,20210328,28,621.8853647,96.1966021,16.7824753,463,8,2.67,5.69,87
1695,farm23,20210329,28,621.2633333,85.1845833,16.6141663,2445,13,2.67,4.51,101
1695,farm23,20210330,28,646.0645833,86.4154167,16.46125,1999,13,2.67,4.74,92
1697,farm23,20210324,28,671.6475,96.2826398,16.9608333,2022,15,2.7,4.1,91
1697,farm23,20210325,28,656.7964394,99.9554167,17.4341667,1523,14,2.73,5.69,98
1697,farm23,20210326,28,607.8341793,96.4453467,19.4756023,1551,14,2.8,5.68,94
1697,farm23,20210327,28,735.6384613,98.4075854,18.2495284,279,9,2.7,5.6,93
1697,farm23,20210328,28,621.8853647,96.1966021,16.7824753,463,8,2.67,5.69,87
1697,farm23,20210329,28,621.2633333,85.1845833,16.6141663,2445,13,2.67,4.51,101
1697,farm23,20210330,28,646.0645833,86.4154167,16.46125,1999,13,2.67,4.74,92
1699,farm23,20210331,29,652.56,83.0895833,17.29125,2337,14,2.65,5.4,98
1699,farm23,20210401,29,662.1854167,85.59625,17.5866667,2302,14,2.7,5.11,98
1699,farm23,20210403,29,624.2958333,84.4729167,15.6766667,2214,15,2.64,4.45,92
1699,farm23,20210404,29,654.96875,86.0206897,16.8325,2429,14,2.65,5.42,92
1699,farm23,20210406,29,597.0827816,89.0377749,18.3832335,1858,15,2.71,4.3,86
1702,farm23,20210331,29,652.56,83.0895833,17.29125,2337,14,2.65,5.4,98
1702,farm23,20210401,29,662.1854167,85.59625,17.5866667,2302,14,2.7,5.11,98
1702,farm23,20210403,29,624.2958333,84.4729167,15.6766667,2214,15,2.64,4.45,92
1702,farm23,20210404,29,654.96875,86.0206897,16.8325,2429,14,2.65,5.42,92
1702,farm23,20210406,29,597.0827816,89.0377749,18.3832335,1858,15,2.71,4.3,86
1703,farm23,20210407,30,411.0865478,74.4611706,19.9562455,2480,13,2.71,5.26,94
1703,farm23,20210408,30,603.3185833,83.1629167,15.6572735,2071,15,2.66,4.58,95
1703,farm23,20210409,30,461.7757485,80.075002,17.4434116,1243,8,2.82,4.42,100
1703,farm23,20210410,30,589.4774286,77.9679501,17.7799653,2243,15,2.68,4.44,92
1703,farm23,20210411,30,490.1052285,76.9239489,17.7739488,2408,14,2.65,4.94,97
1703,farm23,20210412,30,614.1995833,81.5047055,17.6608333,2641,15,2.69,4.45,94
1703,farm23,20210413,30,592.0610585,77.232631,18.7445002,2395,14,2.67,5.44,93
1704,farm23,20210407,30,411.0865478,74.4611706,19.9562455,2480,13,2.71,5.26,94
1704,farm23,20210408,30,603.3185833,83.1629167,15.6572735,2071,15,2.66,4.58,95
1704,farm23,20210409,30,461.7757485,80.075002,17.4434116,1243,8,2.82,4.42,100
1704,farm23,20210410,30,589.4774286,77.9679501,17.7799653,2243,15,2.68,4.44,92
1704,farm23,20210411,30,490.1052285,76.9239489,17.7739488,2408,14,2.65,4.94,97
1704,farm23,20210412,30,614.1995833,81.5047055,17.6608333,2641,15,2.69,4.45,94
1704,farm23,20210413,30,592.0610585,77.232631,18.7445002,2395,14,2.67,5.44,93
1705,farm23,20210407,30,411.0865478,74.4611706,19.9562455,2480,13,2.71,5.26,94
1705,farm23,20210408,30,603.3185833,83.1629167,15.6572735,2071,15,2.66,4.58,95
1705,farm23,20210409,30,461.7757485,80.075002,17.4434116,1243,8,2.82,4.42,100
1705,farm23,20210410,30,589.4774286,77.9679501,17.7799653,2243,15,2.68,4.44,92
1705,farm23,20210411,30,490.1052285,76.9239489,17.7739488,2408,14,2.65,4.94,97
1705,farm23,20210412,30,614.1995833,81.5047055,17.6608333,2641,15,2.69,4.45,94
1705,farm23,20210413,30,592.0610585,77.232631,18.7445002,2395,14,2.67,5.44,93
1706,farm23,20210407,30,411.0865478,74.4611706,19.9562455,2480,13,2.71,5.26,94
1706,farm23,20210408,30,603.3185833,83.1629167,15.6572735,2071,15,2.66,4.58,95
1706,farm23,20210409,30,461.7757485,80.075002,17.4434116,1243,8,2.82,4.42,100
1706,farm23,20210410,30,589.4774286,77.9679501,17.7799653,2243,15,2.68,4.44,92
1706,farm23,20210411,30,490.1052285,76.9239489,17.7739488,2408,14,2.65,4.94,97
1706,farm23,20210412,30,614.1995833,81.5047055,17.6608333,2641,15,2.69,4.45,94
1706,farm23,20210413,30,592.0610585,77.232631,18.7445002,2395,14,2.67,5.44,93
1707,farm23,20210414,31,626.3127359,84.5979167,19.4977352,2144,15,2.69,5.13,95
1707,farm23,20210415,31,642.6965968,86.9930476,19.1554313,1055,8,2.67,5.67,93
1707,farm23,20210416,31,624.4020707,80.2943814,20.2900156,1719,15,2.67,5.04,97
1707,farm23,20210419,31,583.8557379,81.9896702,17.5927915,2548,14,2.65,5.27,87
1707,farm23,20210420,31,602.264802,88.0240904,17.5038614,1264,12,2.81,5.65,96
1708,farm23,20210414,31,626.3127359,84.5979167,19.4977352,2144,15,2.69,5.13,95
1708,farm23,20210415,31,642.6965968,86.9930476,19.1554313,1055,8,2.67,5.67,93
1708,farm23,20210416,31,624.4020707,80.2943814,20.2900156,1719,15,2.67,5.04,97
1708,farm23,20210419,31,583.8557379,81.9896702,17.5927915,2548,14,2.65,5.27,87
1708,farm23,20210420,31,602.264802,88.0240904,17.5038614,1264,12,2.81,5.65,96
1709,farm23,20210414,31,626.3127359,84.5979167,19.4977352,2144,15,2.69,5.13,95
1709,farm23,20210415,31,642.6965968,86.9930476,19.1554313,1055,8,2.67,5.67,93
1709,farm23,20210416,31,624.4020707,80.2943814,20.2900156,1719,15,2.67,5.04,97
1709,farm23,20210419,31,583.8557379,81.9896702,17.5927915,2548,14,2.65,5.27,87
1709,farm23,20210420,31,602.264802,88.0240904,17.5038614,1264,12,2.81,5.65,96
1711,farm23,20210422,32,607.1908002,82.3647467,19.4840031,2324,14,2.7,4.54,101
1711,farm23,20210423,32,547.4426663,80.9444036,19.4486906,2611,14,2.67,4.9,101
1711,farm23,20210424,32,570.5507287,87.1839524,16.5222072,1662,13,2.66,4.59,87
1711,farm23,20210425,32,524.9991961,79.7987867,17.6280778,2371,13,2.67,4.4,87
1711,farm23,20210426,32,573.6251031,81.2922597,17.9324732,2399,15,2.68,5.12,90
1711,farm23,20210427,32,571.2728727,91.1954128,17.9919818,488,9,2.71,5.61,97
1711,farm23,20210428,32,576.3116935,80.8549926,20.479469,2582,13,2.69,4.26,93
1712,farm23,20210422,32,607.1908002,82.3647467,19.4840031,2324,14,2.7,4.54,101
1712,farm23,20210423,32,547.4426663,80.9444036,19.4486906,2611,14,2.67,4.9,101
1712,farm23,20210424,32,570.5507287,87.1839524,16.5222072,1662,13,2.66,4.59,87
1712,farm23,20210425,32,524.9991961,79.7987867,17.6280778,2371,13,2.67,4.4,87
1712,farm23,20210426,32,573.6251031,81.2922597,17.9324732,2399,15,2.68,5.12,90
1712,farm23,20210427,32,571.2728727,91.1954128,17.9919818,488,9,2.71,5.61,97
1712,farm23,20210428,32,576.3116935,80.8549926,20.479469,2582,13,2.69,4.26,93
1713,farm23,20210422,32,607.1908002,82.3647467,19.4840031,2324,14,2.7,4.54,101
1713,farm23,20210423,32,547.4426663,80.9444036,19.4486906,2611,14,2.67,4.9,101
1713,farm23,20210424,32,570.5507287,87.1839524,16.5222072,1662,13,2.66,4.59,87
1713,farm23,20210425,32,524.9991961,79.7987867,17.6280778,2371,13,2.67,4.4,87
1713,farm23,20210426,32,573.6251031,81.2922597,17.9324732,2399,15,2.68,5.12,90
1713,farm23,20210427,32,571.2728727,91.1954128,17.9919818,488,9,2.71,5.61,97
1713,farm23,20210428,32,576.3116935,80.8549926,20.479469,2582,13,2.69,4.26,93
1714,farm23,20210422,32,607.1908002,82.3647467,19.4840031,2324,14,2.7,4.54,101
1714,farm23,20210423,32,547.4426663,80.9444036,19.4486906,2611,14,2.67,4.9,101
1714,farm23,20210424,32,570.5507287,87.1839524,16.5222072,1662,13,2.66,4.59,87
1714,farm23,20210425,32,524.9991961,79.7987867,17.6280778,2371,13,2.67,4.4,87
1714,farm23,20210426,32,573.6251031,81.2922597,17.9324732,2399,15,2.68,5.12,90
1714,farm23,20210427,32,571.2728727,91.1954128,17.9919818,488,9,2.71,5.61,97
1714,farm23,20210428,32,576.3116935,80.8549926,20.479469,2582,13,2.69,4.26,93
1716,farm23,20210513,36,574.4424238,96.9828663,17.97228,263,10,2.7,5.61,90
1716,farm23,20210519,36,585.7278392,98.0746024,19.4679167,1553,14,2.76,5.67,100
1717,farm23,20210513,36,574.4424238,96.9828663,17.97228,263,10,2.7,5.61,90
1717,farm23,20210519,36,585.7278392,98.0746024,19.4679167,1553,14,2.76,5.67,100
1718,farm23,20210513,36,574.4424238,96.9828663,17.97228,263,10,2.7,5.61,90
1718,farm23,20210519,36,585.7278392,98.0746024,19.4679167,1553,14,2.76,5.67,100
1719,farm23,20211124,15,507.2143289,84.0482754,17.2686993,666,15,2.66,6.0,61
1719,farm23,20211125,15,690.87625,78.32875,11.9170833,1190,10,2.55,5.51,84
1719,farm23,20211126,15,687.1066667,91.3016667,13.6433333,946,10,2.75,5.06,129
1719,farm23,20211127,15,684.9333333,89.50625,12.48875,1016,7,2.85,5.51,120
1719,farm23,20211128,15,684.8691667,91.0470833,12.6175,907,9,2.76,5.47,102
1719,farm23,20211129,15,695.2158333,90.88,14.3758333,1011,7,2.8,5.53,123
1719,farm23,20211130,15,711.1591667,89.0045833,14.6129167,1007,8,2.87,5.51,104
1720,farm23,20211124,15,507.2143289,84.0482754,17.2686993,666,15,2.66,6.0,61
1720,farm23,20211125,15,690.87625,78.32875,11.9170833,1190,10,2.55,5.51,84
1720,farm23,20211126,15,687.1066667,91.3016667,13.6433333,946,10,2.75,5.06,129
1720,farm23,20211127,15,684.9333333,89.50625,12.48875,1016,7,2.85,5.51,120
1720,farm23,20211128,15,684.8691667,91.0470833,12.6175,907,9,2.76,5.47,102
1720,farm23,20211129,15,695.2158333,90.88,14.3758333,1011,7,2.8,5.53,123
1720,farm23,20211130,15,711.1591667,89.0045833,14.6129167,1007,8,2.87,5.51,104
1722,farm23,20211124,15,507.2143289,84.0482754,17.2686993,666,15,2.66,6.0,61
1722,farm23,20211125,15,690.87625,78.32875,11.9170833,1190,10,2.55,5.51,84
1722,farm23,20211126,15,687.1066667,91.3016667,13.6433333,946,10,2.75,5.06,129
1722,farm23,20211127,15,684.9333333,89.50625,12.48875,1016,7,2.85,5.51,120
1722,farm23,20211128,15,684.8691667,91.0470833,12.6175,907,9,2.76,5.47,102
1722,farm23,20211129,15,695.2158333,90.88,14.3758333,1011,7,2.8,5.53,123
1722,farm23,20211130,15,711.1591667,89.0045833,14.6129167,1007,8,2.87,5.51,104
1723,farm23,20211201,16,716.2570833,88.5070833,14.1520833,1009,7,2.86,5.51,131
1723,farm23,20211202,16,705.1483333,92.0783333,14.0070833,744,10,2.75,5.15,106
1723,farm23,20211203,16,733.1420833,92.8816667,14.4375,635,9,2.77,5.29,125
1723,farm23,20211204,16,720.0820833,91.1591667,14.5979167,953,7,2.83,5.5,127
1723,farm23,20211205,16,732.2941667,93.2991667,13.7004167,638,9,2.79,5.32,127
1723,farm23,20211206,16,684.5716667,79.6195833,11.7429167,1171,11,2.85,5.51,118
1723,farm23,20211207,16,699.45875,76.2270833,12.0658333,1076,10,2.55,5.54,95
1724,farm23,20211201,16,716.2570833,88.5070833,14.1520833,1009,7,2.86,5.51,131
1724,farm23,20211202,16,705.1483333,92.0783333,14.0070833,744,10,2.75,5.15,106
1724,farm23,20211203,16,733.1420833,92.8816667,14.4375,635,9,2.77,5.29,125
1724,farm23,20211204,16,720.0820833,91.1591667,14.5979167,953,7,2.83,5.5,127
1724,farm23,20211205,16,732.2941667,93.2991667,13.7004167,638,9,2.79,5.32,127
1724,farm23,20211206,16,684.5716667,79.6195833,11.7429167,1171,11,2.85,5.51,118
1724,farm23,20211207,16,699.45875,76.2270833,12.0658333,1076,10,2.55,5.54,95
1725,farm23,20211201,16,716.2570833,88.5070833,14.1520833,1009,7,2.86,5.51,131
1725,farm23,20211202,16,705.1483333,92.0783333,14.0070833,744,10,2.75,5.15,106
1725,farm23,20211203,16,733.1420833,92.8816667,14.4375,635,9,2.77,5.29,125
1725,farm23,20211204,16,720.0820833,91.1591667,14.5979167,953,7,2.83,5.5,127
1725,farm23,20211205,16,732.2941667,93.2991667,13.7004167,638,9,2.79,5.32,127
1725,farm23,20211206,16,684.5716667,79.6195833,11.7429167,1171,11,2.85,5.51,118
1725,farm23,20211207,16,699.45875,76.2270833,12.0658333,1076,10,2.55,5.54,95
1726,farm23,20211201,16,716.2570833,88.5070833,14.1520833,1009,7,2.86,5.51,131
1726,farm23,20211202,16,705.1483333,92.0783333,14.0070833,744,10,2.75,5.15,106
1726,farm23,20211203,16,733.1420833,92.8816667,14.4375,635,9,2.77,5.29,125
1726,farm23,20211204,16,720.0820833,91.1591667,14.5979167,953,7,2.83,5.5,127
1726,farm23,20211205,16,732.2941667,93.2991667,13.7004167,638,9,2.79,5.32,127
1726,farm23,20211206,16,684.5716667,79.6195833,11.7429167,1171,11,2.85,5.51,118
1726,farm23,20211207,16,699.45875,76.2270833,12.0658333,1076,10,2.55,5.54,95
1728,farm23,20211215,18,725.4104167,83.9516667,13.09125,1105,9,2.87,5.54,69
1728,farm23,20211216,18,729.97375,80.8158333,12.6295833,1061,9,2.84,5.52,40
1728,farm23,20211217,18,710.4258333,85.7466667,11.96125,600,10,2.76,4.92,132
1728,farm23,20211218,18,677.9120833,66.75125,10.35,1145,9,2.57,6.21,89
1728,farm23,20211219,18,684.7495833,56.3308333,8.9041667,1170,10,2.52,5.52,85
1728,farm23,20211220,18,718.8233333,68.6925,9.84,1125,10,2.6,6.17,88
1728,farm23,20211221,18,515.6646625,74.7783464,13.6609368,807,15,2.6,5.85,47
1729,farm23,20211215,18,725.4104167,83.9516667,13.09125,1105,9,2.87,5.54,69
1729,farm23,20211216,18,729.97375,80.8158333,12.6295833,1061,9,2.84,5.52,40
1729,farm23,20211217,18,710.4258333,85.7466667,11.96125,600,10,2.76,4.92,132
1729,farm23,20211218,18,677.9120833,66.75125,10.35,1145,9,2.57,6.21,89
1729,farm23,20211219,18,684.7495833,56.3308333,8.9041667,1170,10,2.52,5.52,85
1729,farm23,20211220,18,718.8233333,68.6925,9.84,1125,10,2.6,6.17,88
1729,farm23,20211221,18,515.6646625,74.7783464,13.6609368,807,15,2.6,5.85,47
1730,farm23,20211215,18,725.4104167,83.9516667,13.09125,1105,9,2.87,5.54,69
1730,farm23,20211216,18,729.97375,80.8158333,12.6295833,1061,9,2.84,5.52,40
1730,farm23,20211217,18,710.4258333,85.7466667,11.96125,600,10,2.76,4.92,132
1730,farm23,20211218,18,677.9120833,66.75125,10.35,1145,9,2.57,6.21,89
1730,farm23,20211219,18,684.7495833,56.3308333,8.9041667,1170,10,2.52,5.52,85
1730,farm23,20211220,18,718.8233333,68.6925,9.84,1125,10,2.6,6.17,88
1730,farm23,20211221,18,515.6646625,74.7783464,13.6609368,807,15,2.6,5.85,47
1731,farm26,20210204,5,498.7695855,75.7120534,16.1670229,1152,8,2.78,5.23,128
1731,farm26,20210205,5,489.7628013,74.2434814,17.6355448,1269,8,2.79,5.0,135
1731,farm26,20210206,5,495.2752877,69.5178923,17.4919937,1268,9,2.78,4.78,121
1731,farm26,20210207,5,485.1125388,76.3227844,15.9362988,781,7,2.45,5.09,84
1731,farm26,20210208,5,476.1673086,76.543334,16.1949222,775,9,2.43,5.31,90
1731,farm26,20210209,5,500.9988229,71.9615663,16.6050653,800,6,2.81,5.48,92
1731,farm26,20210210,5,504.5321818,75.8159969,16.0311632,1405,8,2.8,5.07,129
1732,farm26,20210204,5,498.7695855,75.7120534,16.1670229,1152,8,2.78,5.23,128
1732,farm26,20210205,5,489.7628013,74.2434814,17.6355448,1269,8,2.79,5.0,135
1732,farm26,20210206,5,495.2752877,69.5178923,17.4919937,1268,9,2.78,4.78,121
1732,farm26,20210207,5,485.1125388,76.3227844,15.9362988,781,7,2.45,5.09,84
1732,farm26,20210208,5,476.1673086,76.543334,16.1949222,775,9,2.43,5.31,90
1732,farm26,20210209,5,500.9988229,71.9615663,16.6050653,800,6,2.81,5.48,92
1732,farm26,20210210,5,504.5321818,75.8159969,16.0311632,1405,8,2.8,5.07,129
1733,farm26,20210204,5,498.7695855,75.7120534,16.1670229,1152,8,2.78,5.23,128
1733,farm26,20210205,5,489.7628013,74.2434814,17.6355448,1269,8,2.79,5.0,135
1733,farm26,20210206,5,495.2752877,69.5178923,17.4919937,1268,9,2.78,4.78,121
1733,farm26,20210207,5,485.1125388,76.3227844,15.9362988,781,7,2.45,5.09,84
1733,farm26,20210208,5,476.1673086,76.543334,16.1949222,775,9,2.43,5.31,90
1733,farm26,20210209,5,500.9988229,71.9615663,16.6050653,800,6,2.81,5.48,92
1733,farm26,20210210,5,504.5321818,75.8159969,16.0311632,1405,8,2.8,5.07,129
1734,farm26,20210204,5,498.7695855,75.7120534,16.1670229,1152,8,2.78,5.23,128
1734,farm26,20210205,5,489.7628013,74.2434814,17.6355448,1269,8,2.79,5.0,135
1734,farm26,20210206,5,495.2752877,69.5178923,17.4919937,1268,9,2.78,4.78,121
1734,farm26,20210207,5,485.1125388,76.3227844,15.9362988,781,7,2.45,5.09,84
1734,farm26,20210208,5,476.1673086,76.543334,16.1949222,775,9,2.43,5.31,90
1734,farm26,20210209,5,500.9988229,71.9615663,16.6050653,800,6,2.81,5.48,92
1734,farm26,20210210,5,504.5321818,75.8159969,16.0311632,1405,8,2.8,5.07,129
1736,farm26,20210211,6,490.3381026,80.2484877,17.0653782,1454,9,2.74,5.07,103
1736,farm26,20210212,6,496.9639793,97.1729167,16.1668474,1420,14,2.82,5.71,73
1736,farm26,20210213,6,487.126766,93.8898034,16.9411176,1350,13,2.84,5.73,76
1736,farm26,20210214,6,488.5499485,96.0760288,17.5322406,1407,12,2.94,5.54,73
1736,farm26,20210215,6,472.7136841,97.1535557,17.0196202,1199,14,2.93,5.57,75
1736,farm26,20210216,6,491.9547833,91.1060442,16.5049702,873,5,2.62,5.67,90
1736,farm26,20210217,6,473.0765381,96.62125,17.2146831,1323,13,2.9,5.6,76
1737,farm26,20210211,6,490.3381026,80.2484877,17.0653782,1454,9,2.74,5.07,103
1737,farm26,20210212,6,496.9639793,97.1729167,16.1668474,1420,14,2.82,5.71,73
1737,farm26,20210213,6,487.126766,93.8898034,16.9411176,1350,13,2.84,5.73,76
1737,farm26,20210214,6,488.5499485,96.0760288,17.5322406,1407,12,2.94,5.54,73
1737,farm26,20210215,6,472.7136841,97.1535557,17.0196202,1199,14,2.93,5.57,75
1737,farm26,20210216,6,491.9547833,91.1060442,16.5049702,873,5,2.62,5.67,90
1737,farm26,20210217,6,473.0765381,96.62125,17.2146831,1323,13,2.9,5.6,76
1739,farm26,20210218,7,558.5598554,97.2079167,14.706168,564,4,2.6,5.68,87
1739,farm26,20210219,7,505.5666355,95.3040826,16.0415242,1517,14,2.87,5.65,66
1739,farm26,20210220,7,466.5714246,96.9379167,17.3604167,1608,12,2.84,5.62,78
1739,farm26,20210221,7,497.6890087,97.9995833,15.1041667,720,5,2.63,5.71,80
1739,farm26,20210222,7,497.9643869,97.9195833,12.5804167,153,9,2.64,5.71,97
1739,farm26,20210223,7,464.5867389,95.11875,15.6695833,1267,11,2.8,5.61,89
1739,farm26,20210224,7,482.7519887,93.3925,16.40625,1532,13,2.81,5.61,100
1740,farm26,20210218,7,558.5598554,97.2079167,14.706168,564,4,2.6,5.68,87
1740,farm26,20210219,7,505.5666355,95.3040826,16.0415242,1517,14,2.87,5.65,66
1740,farm26,20210220,7,466.5714246,96.9379167,17.3604167,1608,12,2.84,5.62,78
1740,farm26,20210221,7,497.6890087,97.9995833,15.1041667,720,5,2.63,5.71,80
1740,farm26,20210222,7,497.9643869,97.9195833,12.5804167,153,9,2.64,5.71,97
1740,farm26,20210223,7,464.5867389,95.11875,15.6695833,1267,11,2.8,5.61,89
1740,farm26,20210224,7,482.7519887,93.3925,16.40625,1532,13,2.81,5.61,100
1741,farm26,20210218,7,558.5598554,97.2079167,14.706168,564,4,2.6,5.68,87
1741,farm26,20210219,7,505.5666355,95.3040826,16.0415242,1517,14,2.87,5.65,66
1741,farm26,20210220,7,466.5714246,96.9379167,17.3604167,1608,12,2.84,5.62,78
1741,farm26,20210221,7,497.6890087,97.9995833,15.1041667,720,5,2.63,5.71,80
1741,farm26,20210222,7,497.9643869,97.9195833,12.5804167,153,9,2.64,5.71,97
1741,farm26,20210223,7,464.5867389,95.11875,15.6695833,1267,11,2.8,5.61,89
1741,farm26,20210224,7,482.7519887,93.3925,16.40625,1532,13,2.81,5.61,100
1742,farm26,20210218,7,558.5598554,97.2079167,14.706168,564,4,2.6,5.68,87
1742,farm26,20210219,7,505.5666355,95.3040826,16.0415242,1517,14,2.87,5.65,66
1742,farm26,20210220,7,466.5714246,96.9379167,17.3604167,1608,12,2.84,5.62,78
1742,farm26,20210221,7,497.6890087,97.9995833,15.1041667,720,5,2.63,5.71,80
1742,farm26,20210222,7,497.9643869,97.9195833,12.5804167,153,9,2.64,5.71,97
1742,farm26,20210223,7,464.5867389,95.11875,15.6695833,1267,11,2.8,5.61,89
1742,farm26,20210224,7,482.7519887,93.3925,16.40625,1532,13,2.81,5.61,100
1743,farm26,20210225,8,478.4715824,95.0179167,15.4670833,1104,8,2.67,5.71,93
1743,farm26,20210226,8,475.897776,95.09375,17.475,1708,14,2.67,4.78,94
1743,farm26,20210227,8,468.5137289,94.8497219,15.1512874,1155,8,2.64,5.65,90
1743,farm26,20210228,8,448.1325142,94.5054935,16.5149528,1499,13,2.73,5.62,88
1743,farm26,20210301,8,471.8496957,93.3449565,17.0027056,1745,14,2.7,5.16,88
1743,farm26,20210302,8,487.6311505,93.9786103,16.4361498,1524,15,2.79,5.73,95
1743,farm26,20210303,8,457.466428,84.316359,17.6977562,1727,14,2.67,5.26,88
1744,farm26,20210225,8,478.4715824,95.0179167,15.4670833,1104,8,2.67,5.71,93
1744,farm26,20210226,8,475.897776,95.09375,17.475,1708,14,2.67,4.78,94
1744,farm26,20210227,8,468.5137289,94.8497219,15.1512874,1155,8,2.64,5.65,90
1744,farm26,20210228,8,448.1325142,94.5054935,16.5149528,1499,13,2.73,5.62,88
1744,farm26,20210301,8,471.8496957,93.3449565,17.0027056,1745,14,2.7,5.16,88
1744,farm26,20210302,8,487.6311505,93.9786103,16.4361498,1524,15,2.79,5.73,95
1744,farm26,20210303,8,457.466428,84.316359,17.6977562,1727,14,2.67,5.26,88
1745,farm26,20210225,8,478.4715824,95.0179167,15.4670833,1104,8,2.67,5.71,93
1745,farm26,20210226,8,475.897776,95.09375,17.475,1708,14,2.67,4.78,94
1745,farm26,20210227,8,468.5137289,94.8497219,15.1512874,1155,8,2.64,5.65,90
1745,farm26,20210228,8,448.1325142,94.5054935,16.5149528,1499,13,2.73,5.62,88
1745,farm26,20210301,8,471.8496957,93.3449565,17.0027056,1745,14,2.7,5.16,88
1745,farm26,20210302,8,487.6311505,93.9786103,16.4361498,1524,15,2.79,5.73,95
1745,farm26,20210303,8,457.466428,84.316359,17.6977562,1727,14,2.67,5.26,88
1746,farm26,20210225,8,478.4715824,95.0179167,15.4670833,1104,8,2.67,5.71,93
1746,farm26,20210226,8,475.897776,95.09375,17.475,1708,14,2.67,4.78,94
1746,farm26,20210227,8,468.5137289,94.8497219,15.1512874,1155,8,2.64,5.65,90
1746,farm26,20210228,8,448.1325142,94.5054935,16.5149528,1499,13,2.73,5.62,88
1746,farm26,20210301,8,471.8496957,93.3449565,17.0027056,1745,14,2.7,5.16,88
1746,farm26,20210302,8,487.6311505,93.9786103,16.4361498,1524,15,2.79,5.73,95
